Crime_type,Crime_address,City,Agency,Crime_date,Crime_time,Crime_address1,Crime_long,Crime_lat
Larceny,1700 block W  Onondaga St,Syracuse,Syracuse,6/7/16,8:22 p.m.,1700 block W  Onondaga St   Syracuse,NA,NA
Larceny,4100 block S  Salina St,Syracuse,Syracuse,6/7/16,12:52 p.m.,4100 block S  Salina St   Syracuse,NA,NA
Larceny,700 block Irving Av,Syracuse,Syracuse,6/7/16,11:18 a.m.,700 block Irving Av   Syracuse,NA,NA
Larceny,900 block Glenwood Av,Syracuse,Syracuse,6/7/16,8:40 a.m.-8:42 a.m.,900 block Glenwood Av   Syracuse,NA,NA
Robbery,1200 block E  Genesee St,Syracuse,Syracuse,6/7/16,4:39 a.m.,1200 block E  Genesee St   Syracuse,NA,NA
Burglary,200 block Scott Av,Syracuse,Syracuse,6/6/16,8:30 a.m.-4:00 p.m.,200 block Scott Av   Syracuse,NA,NA
Burglary,300 block W  Beard Av,Syracuse,Syracuse,6/6/16,5:30 p.m.,300 block W  Beard Av   Syracuse,NA,NA
Burglary,400 block Elm St,Syracuse,Syracuse,6/6/16,10:00 a.m.-2:40 p.m.,400 block Elm St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/6/16,12:30 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/6/16,3:53 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/6/16,5:38 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/6/16,9:17 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Marshall St,Syracuse,Syracuse,6/6/16,7:42 p.m.,100 block Marshall St   Syracuse,NA,NA
Larceny,200 block Parkway Dr,Syracuse,Syracuse,6/6/16,6:00 p.m.-7:00 a.m.,200 block Parkway Dr   Syracuse,NA,NA
Larceny,300 block Primrose Av,Syracuse,Syracuse,6/6/16,12:00 p.m.,300 block Primrose Av   Syracuse,NA,NA
Larceny,500 block Butternut St,Syracuse,Syracuse,6/6/16,6:40 a.m.,500 block Butternut St   Syracuse,NA,NA
Larceny,500 block Clarendon St,Syracuse,Syracuse,6/6/16,7:00 a.m.-7:15 a.m.,500 block Clarendon St   Syracuse,NA,NA
Larceny,500 block W  Seneca Tpke,Syracuse,Syracuse,6/6/16,6:00 p.m.-7:00 p.m.,500 block W  Seneca Tpke   Syracuse,NA,NA
Larceny,800 block E  Brighton Av,Syracuse,Syracuse,6/6/16,2:00 p.m.-7:30 p.m.,800 block E  Brighton Av   Syracuse,NA,NA
Larceny,800 block Emerson Av,Syracuse,Syracuse,6/6/16,7:00 p.m.-6:00 a.m.,800 block Emerson Av   Syracuse,NA,NA
Robbery,100 block Harrison Pl,Syracuse,Syracuse,6/6/16,9:10 p.m.,100 block Harrison Pl   Syracuse,NA,NA
Aggravated assault,200 block Essex St,Syracuse,Syracuse,6/5/16,11:16 p.m.,200 block Essex St   Syracuse,NA,NA
Aggravated assault,500 block W  Colvin St,Syracuse,Syracuse,6/5/16,1:30 a.m.,500 block W  Colvin St   Syracuse,NA,NA
Aggravated assault,500 block Westcott St,Syracuse,Syracuse,6/5/16,1:58 a.m.,500 block Westcott St   Syracuse,NA,NA
Burglary,100 block Roney Ln,Syracuse,Syracuse,6/5/16,9:45 p.m.-3:10 p.m.,100 block Roney Ln   Syracuse,NA,NA
Burglary,300 block Apple St,Syracuse,Syracuse,6/5/16,10:00 a.m.-3:00 p.m.,300 block Apple St   Syracuse,NA,NA
Burglary,300 block Summit Av,Syracuse,Syracuse,6/5/16,6:48 p.m.,300 block Summit Av   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/5/16,6:40 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/5/16,3:34 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/5/16,8:11 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Shotwell Pk,Syracuse,Syracuse,6/5/16,5:00 p.m.-7:42 p.m.,100 block Shotwell Pk   Syracuse,NA,NA
Larceny,1000 block W  Genesee St,Syracuse,Syracuse,6/5/16,6:10 p.m.,1000 block W  Genesee St   Syracuse,NA,NA
Larceny,300 block Hiawatha Blvd W,Syracuse,Syracuse,6/5/16,1:20 p.m.,300 block Hiawatha Blvd W   Syracuse,NA,NA
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,6/5/16,10:15 a.m.-10:20 a.m.,4700 block Onondaga Blvd   Syracuse,NA,NA
Larceny,700 block S  Beech St,Syracuse,Syracuse,6/5/16,10:00 p.m.-11:00 p.m.,700 block S  Beech St   Syracuse,NA,NA
Robbery,700 block E  Adams St,Syracuse,Syracuse,6/5/16,6:00 a.m.,700 block E  Adams St   Syracuse,NA,NA
Aggravated assault,400 block Cannon St,Syracuse,Syracuse,6/4/16,10:10 a.m.,400 block Cannon St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/4/16,12:30 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/4/16,2:54 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block S  Clinton Sq,Syracuse,Syracuse,6/4/16,10:30 p.m.,0 block S  Clinton Sq   Syracuse,NA,NA
Larceny,100 block Harrison Pl,Syracuse,Syracuse,6/4/16,8:30 p.m.-10:00 p.m.,100 block Harrison Pl   Syracuse,NA,NA
Larceny,100 block Ostrum Av,Syracuse,Syracuse,6/4/16,9:00 p.m.-8:30 a.m.,100 block Ostrum Av   Syracuse,NA,NA
Larceny,1200 block Lodi St,Syracuse,Syracuse,6/4/16,7:30 p.m.,1200 block Lodi St   Syracuse,NA,NA
Larceny,300 block Oak St,Syracuse,Syracuse,6/4/16,12:00 a.m.-4:45 p.m.,300 block Oak St   Syracuse,NA,NA
Robbery,1200 block Milton Av,Syracuse,Syracuse,6/4/16,9:45 a.m.,1200 block Milton Av   Syracuse,NA,NA
Vehicle theft,100 block Constellation Way,Syracuse,Syracuse,6/4/16,12:00 p.m.,100 block Constellation Way   Syracuse,NA,NA
Vehicle theft,700 block Willis Av,Syracuse,Syracuse,6/4/16,11:45 p.m.-4:15 p.m.,700 block Willis Av   Syracuse,NA,NA
Aggravated assault,200 block Lincoln Av,Syracuse,Syracuse,6/3/16,2:45 p.m.-2:50 p.m.,200 block Lincoln Av   Syracuse,NA,NA
Aggravated assault,2100 block Midland Av,Syracuse,Syracuse,6/3/16,8:02 a.m.,2100 block Midland Av   Syracuse,NA,NA
Burglary,100 block Roney Ln,Syracuse,Syracuse,6/3/16,4:30 p.m.-8:00 a.m.,100 block Roney Ln   Syracuse,NA,NA
Burglary,200 block Ulster St,Syracuse,Syracuse,6/3/16,4:30 p.m.,200 block Ulster St   Syracuse,NA,NA
Burglary,300 block N  Salina St,Syracuse,Syracuse,6/3/16,5:30 p.m.-9:30 p.m.,300 block N  Salina St   Syracuse,NA,NA
Burglary,500 block E  Willow St,Syracuse,Syracuse,6/3/16,1:45 p.m.-10:20 p.m.,500 block E  Willow St   Syracuse,NA,NA
Burglary,800 block Demong Dr,Syracuse,Syracuse,6/3/16,3:10 p.m.,800 block Demong Dr   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,6/3/16,3:22 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,300 block Oak St,Syracuse,Syracuse,6/3/16,12:00 p.m.-4:00 p.m.,300 block Oak St   Syracuse,NA,NA
Larceny,800 block W  Genesee St,Syracuse,Syracuse,6/3/16,9:00 p.m.-10:00 p.m.,800 block W  Genesee St   Syracuse,NA,NA
Robbery,100 block Hartson St,Syracuse,Syracuse,6/3/16,4:30 a.m.,100 block Hartson St   Syracuse,NA,NA
Vehicle theft,1000 block S  Mcbride St,Syracuse,Syracuse,6/3/16,7:49 p.m.,1000 block S  Mcbride St   Syracuse,NA,NA
Vehicle theft,500 block Niagara St,Syracuse,Syracuse,6/3/16,2:56 p.m.,500 block Niagara St   Syracuse,NA,NA
Burglary,100 block Culbert St,Syracuse,Syracuse,6/2/16,9:00 a.m.-11:45 a.m.,100 block Culbert St   Syracuse,NA,NA
Burglary,100 block Pond St,Syracuse,Syracuse,6/2/16,4:00 a.m.-5:00 a.m.,100 block Pond St   Syracuse,NA,NA
Burglary,1200 block W  Belden Av,Syracuse,Syracuse,6/2/16,12:08 a.m.-12:09 a.m.,1200 block W  Belden Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/2/16,4:15 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/2/16,12:15 p.m.-1:10 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Destiny Usa Dr,Syracuse,Syracuse,6/2/16,1:55 p.m.-2:30 p.m.,100 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block Landon Av,Syracuse,Syracuse,6/2/16,5:17 p.m.,200 block Landon Av   Syracuse,NA,NA
Larceny,200 block Teall Av,Syracuse,Syracuse,6/2/16,9:30 p.m.,200 block Teall Av   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,6/2/16,10:48 a.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,300 block W  Brighton Av,Syracuse,Syracuse,6/2/16,3:45 p.m.,300 block W  Brighton Av   Syracuse,NA,NA
Larceny,400 block Leavenworth Av,Syracuse,Syracuse,6/2/16,4:30 p.m.-5:30 a.m.,400 block Leavenworth Av   Syracuse,NA,NA
Vehicle theft,400 block S  Salina St,Syracuse,Syracuse,6/2/16,4:00 p.m.-10:05 p.m.,400 block S  Salina St   Syracuse,NA,NA
Aggravated assault,2100 block Midland Av,Syracuse,Syracuse,6/1/16,4:12 p.m.,2100 block Midland Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,6/1/16,3:36 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Weiser Ct,Syracuse,Syracuse,6/1/16,9:00 a.m.-12:50 p.m.,100 block Weiser Ct   Syracuse,NA,NA
Larceny,1000 block Butternut St,Syracuse,Syracuse,6/1/16,11:00 p.m.,1000 block Butternut St   Syracuse,NA,NA
Larceny,1300 block Butternut St,Syracuse,Syracuse,6/1/16,9:02 p.m.,1300 block Butternut St   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,6/1/16,4:00 p.m.-4:10 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,300 block E  Division St,Syracuse,Syracuse,6/1/16,9:40 p.m.-12:11 p.m.,300 block E  Division St   Syracuse,NA,NA
Larceny,300 block Irving Av,Syracuse,Syracuse,6/1/16,6:49 p.m.,300 block Irving Av   Syracuse,NA,NA
Larceny,700 block Livingston Av,Syracuse,Syracuse,6/1/16,10:00 p.m.-8:30 a.m.,700 block Livingston Av   Syracuse,NA,NA
Larceny,900 block Glenwood Av,Syracuse,Syracuse,6/1/16,1:30 p.m.-1:45 p.m.,900 block Glenwood Av   Syracuse,NA,NA
Aggravated assault,0 block Corcoran Ct,Syracuse,Syracuse,5/31/16,8:00 p.m.,0 block Corcoran Ct   Syracuse,NA,NA
Aggravated assault,200 block Maple St,Syracuse,Syracuse,5/31/16,6:15 p.m.,200 block Maple St   Syracuse,NA,NA
Aggravated assault,200 block W  Calthrop Av,Syracuse,Syracuse,5/31/16,7:50 a.m.-7:54 a.m.,200 block W  Calthrop Av   Syracuse,NA,NA
Aggravated assault,300 block Garfield Av,Syracuse,Syracuse,5/31/16,12:27 a.m.,300 block Garfield Av   Syracuse,NA,NA
Aggravated assault,300 block Shonnard St,Syracuse,Syracuse,5/31/16,6:43 a.m.,300 block Shonnard St   Syracuse,NA,NA
Burglary,100 block Lincoln Park Dr,Syracuse,Syracuse,5/31/16,5:38 a.m.,100 block Lincoln Park Dr   Syracuse,NA,NA
Burglary,100 block Roney Ln,Syracuse,Syracuse,5/31/16,12:00 p.m.,100 block Roney Ln   Syracuse,NA,NA
Burglary,300 block Avery Av,Syracuse,Syracuse,5/31/16,1:29 a.m.,300 block Avery Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/31/16,12:17 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/31/16,4:02 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/31/16,6:51 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/31/16,4:30 p.m.-6:00 a.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block Hawley Av,Syracuse,Syracuse,5/31/16,10:00 p.m.-10:30 a.m.,300 block Hawley Av   Syracuse,NA,NA
Larceny,400 block Euclid Av,Syracuse,Syracuse,5/31/16,8:00 a.m.-10:00 a.m.,400 block Euclid Av   Syracuse,NA,NA
Larceny,4400 block S  Salina St,Syracuse,Syracuse,5/31/16,4:00 p.m.,4400 block S  Salina St   Syracuse,NA,NA
Larceny,500 block Erie Blvd W,Syracuse,Syracuse,5/31/16,10:09 a.m.,500 block Erie Blvd W   Syracuse,NA,NA
Larceny,800 block W  Belden Av,Syracuse,Syracuse,5/31/16,7:57 a.m.,800 block W  Belden Av   Syracuse,NA,NA
Robbery,200 block W  Fayette St,Syracuse,Syracuse,5/31/16,12:10 a.m.,200 block W  Fayette St   Syracuse,NA,NA
Vehicle theft,700 block N  West St,Syracuse,Syracuse,5/31/16,1:47 a.m.,700 block N  West St   Syracuse,NA,NA
Aggravated assault,600 block Valley Dr,Syracuse,Syracuse,5/30/16,9:36 p.m.,600 block Valley Dr   Syracuse,NA,NA
Burglary,100 block S  Alvord St,Syracuse,Syracuse,5/30/16,12:00 a.m.-11:50 a.m.,100 block S  Alvord St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/30/16,3:04 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1700 block Grant Blvd,Syracuse,Syracuse,5/30/16,10:30 p.m.,1700 block Grant Blvd   Syracuse,NA,NA
Larceny,200 block Pattison St,Syracuse,Syracuse,5/30/16,11:20 a.m.,200 block Pattison St   Syracuse,NA,NA
Larceny,700 block E  Genesee St,Syracuse,Syracuse,5/30/16,1:15 p.m.,700 block E  Genesee St   Syracuse,NA,NA
Vehicle theft,100 block Delong Av,Syracuse,Syracuse,5/30/16,2:41 p.m.,100 block Delong Av   Syracuse,NA,NA
Aggravated assault,100 block Ballantyne Rd,Syracuse,Syracuse,5/29/16,11:21 p.m.,100 block Ballantyne Rd   Syracuse,NA,NA
Burglary,300 block W  Onondaga St,Syracuse,Syracuse,5/29/16,10:15 p.m.,300 block W  Onondaga St   Syracuse,NA,NA
Burglary,700 block Court St,Syracuse,Syracuse,5/29/16,6:00 p.m.-7:00 p.m.,700 block Court St   Syracuse,NA,NA
Larceny,100 block Simon Dr,Syracuse,Syracuse,5/29/16,2:00 p.m.,100 block Simon Dr   Syracuse,NA,NA
Larceny,200 block Hope Av,Syracuse,Syracuse,5/29/16,8:40 p.m.-11:30 a.m.,200 block Hope Av   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/29/16,5:53 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,400 block Butternut St,Syracuse,Syracuse,5/29/16,11:04 a.m.,400 block Butternut St   Syracuse,NA,NA
Larceny,700 block Highland St,Syracuse,Syracuse,5/29/16,1:00 a.m.-7:00 a.m.,700 block Highland St   Syracuse,NA,NA
Robbery,100 block Roney Rd,Syracuse,Syracuse,5/29/16,12:25 a.m.-12:26 a.m.,100 block Roney Rd   Syracuse,NA,NA
Aggravated assault,0 block Unknown,Syracuse,Syracuse,5/28/16,2:50 a.m.,0 block Unknown   Syracuse,NA,NA
Aggravated assault,100 block Benedict Av,Syracuse,Syracuse,5/28/16,11:30 p.m.,100 block Benedict Av   Syracuse,NA,NA
Aggravated assault,100 block Fourth North St,Syracuse,Syracuse,5/28/16,12:22 a.m.,100 block Fourth North St   Syracuse,NA,NA
Aggravated assault,1700 block W  Onondaga St,Syracuse,Syracuse,5/28/16,11:12 p.m.,1700 block W  Onondaga St   Syracuse,NA,NA
Aggravated assault,200 block Rich St,Syracuse,Syracuse,5/28/16,9:51 p.m.,200 block Rich St   Syracuse,NA,NA
Aggravated assault,300 block Seymour St,Syracuse,Syracuse,5/28/16,10:16 a.m.,300 block Seymour St   Syracuse,NA,NA
Aggravated assault,600 block N  Salina St,Syracuse,Syracuse,5/28/16,1:24 a.m.,600 block N  Salina St   Syracuse,NA,NA
Aggravated assault,800 block Pond St,Syracuse,Syracuse,5/28/16,5:45 p.m.-5:47 p.m.,800 block Pond St   Syracuse,NA,NA
Burglary,200 block Lincoln Av,Syracuse,Syracuse,5/28/16,9:00 p.m.-8:30 a.m.,200 block Lincoln Av   Syracuse,NA,NA
Burglary,700 block James St,Syracuse,Syracuse,5/28/16,9:00 a.m.-9:45 a.m.,700 block James St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/28/16,12:30 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block N  Franklin St,Syracuse,Syracuse,5/28/16,2:00 a.m.,200 block N  Franklin St   Syracuse,NA,NA
Larceny,200 block Village Dr,Syracuse,Syracuse,5/28/16,12:09 p.m.,200 block Village Dr   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/28/16,4:38 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,400 block Ulster St,Syracuse,Syracuse,5/28/16,8:00 p.m.-10:30 p.m.,400 block Ulster St   Syracuse,NA,NA
Larceny,500 block Darlington Rd,Syracuse,Syracuse,5/28/16,9:00 p.m.-8:00 a.m.,500 block Darlington Rd   Syracuse,NA,NA
Larceny,700 block Euclid Av,Syracuse,Syracuse,5/28/16,1:15 a.m.,700 block Euclid Av   Syracuse,NA,NA
Larceny,800 block Meadowbrook Dr,Syracuse,Syracuse,5/28/16,8:30 a.m.,800 block Meadowbrook Dr   Syracuse,NA,NA
Vehicle theft,100 block N  Salina St,Syracuse,Syracuse,5/28/16,6:00 p.m.,100 block N  Salina St   Syracuse,NA,NA
Aggravated assault,400 block Salt Springs Rd,Syracuse,Syracuse,5/27/16,11:00 p.m.-11:03 p.m.,400 block Salt Springs Rd   Syracuse,NA,NA
Arson,500 block Valley Dr,Syracuse,Syracuse,5/27/16,6:07 a.m.,500 block Valley Dr   Syracuse,NA,NA
Burglary,300 block S  Midler Av,Syracuse,Syracuse,5/27/16,9:00 a.m.-4:00 p.m.,300 block S  Midler Av   Syracuse,NA,NA
Burglary,300 block Scott Av,Syracuse,Syracuse,5/27/16,11:20 a.m.,300 block Scott Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/27/16,7:30 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block Hickok Av,Syracuse,Syracuse,5/27/16,1:00 a.m.-7:35 a.m.,200 block Hickok Av   Syracuse,NA,NA
Larceny,200 block Wyoming St,Syracuse,Syracuse,5/27/16,12:00 p.m.-2:30 p.m.,200 block Wyoming St   Syracuse,NA,NA
Larceny,400 block Butternut St,Syracuse,Syracuse,5/27/16,2:45 p.m.,400 block Butternut St   Syracuse,NA,NA
Larceny,500 block Burnet Av,Syracuse,Syracuse,5/27/16,11:00 p.m.-11:00 a.m.,500 block Burnet Av   Syracuse,NA,NA
Larceny,800 block S  State St,Syracuse,Syracuse,5/27/16,11:00 p.m.-11:45 p.m.,800 block S  State St   Syracuse,NA,NA
Larceny,900 block James St,Syracuse,Syracuse,5/27/16,8:00 p.m.-7:00 a.m.,900 block James St   Syracuse,NA,NA
Robbery,800 block Butternut St,Syracuse,Syracuse,5/27/16,2:00 p.m.,800 block Butternut St   Syracuse,NA,NA
Vehicle theft,100 block Lincoln Av,Syracuse,Syracuse,5/27/16,1:26 a.m.,100 block Lincoln Av   Syracuse,NA,NA
Aggravated assault,100 block South Av,Syracuse,Syracuse,5/26/16,5:30 a.m.-5:42 a.m.,100 block South Av   Syracuse,NA,NA
Aggravated assault,300 block Craig St,Syracuse,Syracuse,5/26/16,11:20 p.m.,300 block Craig St   Syracuse,NA,NA
Aggravated assault,300 block N  Edwards Av,Syracuse,Syracuse,5/26/16,10:15 a.m.-10:20 a.m.,300 block N  Edwards Av   Syracuse,NA,NA
Aggravated assault,300 block Shonnard St,Syracuse,Syracuse,5/26/16,10:25 p.m.-10:26 p.m.,300 block Shonnard St   Syracuse,NA,NA
Aggravated assault,500 block Richmond Av,Syracuse,Syracuse,5/26/16,4:52 p.m.,500 block Richmond Av   Syracuse,NA,NA
Burglary,100 block Walton St,Syracuse,Syracuse,5/26/16,1:34 a.m.-1:36 a.m.,100 block Walton St   Syracuse,NA,NA
Burglary,1200 block Willis Av,Syracuse,Syracuse,5/26/16,3:45 a.m.-4:15 a.m.,1200 block Willis Av   Syracuse,NA,NA
Burglary,1700 block W  Onondaga St,Syracuse,Syracuse,5/26/16,1:45 p.m.,1700 block W  Onondaga St   Syracuse,NA,NA
Burglary,200 block Edison St,Syracuse,Syracuse,5/26/16,6:00 p.m.-10:30 a.m.,200 block Edison St   Syracuse,NA,NA
Burglary,200 block Fitch St,Syracuse,Syracuse,5/26/16,11:50 a.m.-1:29 p.m.,200 block Fitch St   Syracuse,NA,NA
Burglary,3300 block S  Salina St,Syracuse,Syracuse,5/26/16,6:30 p.m.-4:15 a.m.,3300 block S  Salina St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/26/16,10:58 a.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/26/16,7:54 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block 4Th St   N,Syracuse,Syracuse,5/26/16,8:00 p.m.,100 block 4Th St   N   Syracuse,NA,NA
Larceny,100 block Hickok Av,Syracuse,Syracuse,5/26/16,8:15 p.m.-7:30 a.m.,100 block Hickok Av   Syracuse,NA,NA
Larceny,1000 block W  Genesee St,Syracuse,Syracuse,5/26/16,9:00 p.m.,1000 block W  Genesee St   Syracuse,NA,NA
Larceny,1200 block Butternut St,Syracuse,Syracuse,5/26/16,2:00 p.m.,1200 block Butternut St   Syracuse,NA,NA
Larceny,1200 block Valley Dr,Syracuse,Syracuse,5/26/16,10:10 a.m.-10:30 a.m.,1200 block Valley Dr   Syracuse,NA,NA
Larceny,200 block Robineau Rd,Syracuse,Syracuse,5/26/16,2:00 p.m.-3:57 p.m.,200 block Robineau Rd   Syracuse,NA,NA
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/26/16,1:00 p.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,4100 block E  Genesee St,Syracuse,Syracuse,5/26/16,11:30 a.m.,4100 block E  Genesee St   Syracuse,NA,NA
Larceny,700 block Butternut St,Syracuse,Syracuse,5/26/16,12:08 p.m.,700 block Butternut St   Syracuse,NA,NA
Robbery,500 block Butternut St,Syracuse,Syracuse,5/26/16,5:11 a.m.-5:23 a.m.,500 block Butternut St   Syracuse,NA,NA
Vehicle theft,100 block Valley Dr,Syracuse,Syracuse,5/26/16,12:40 a.m.-12:47 a.m.,100 block Valley Dr   Syracuse,NA,NA
Vehicle theft,300 block Lillian Av,Syracuse,Syracuse,5/26/16,7:30 p.m.-7:30 a.m.,300 block Lillian Av   Syracuse,NA,NA
Aggravated assault,200 block Hall Av,Syracuse,Syracuse,5/25/16,3:25 p.m.,200 block Hall Av   Syracuse,NA,NA
Burglary,600 block Lodi St,Syracuse,Syracuse,5/25/16,11:30 p.m.-7:30 a.m.,600 block Lodi St   Syracuse,NA,NA
Larceny,1500 block Hawley Av,Syracuse,Syracuse,5/25/16,6:00 p.m.-9:10 p.m.,1500 block Hawley Av   Syracuse,NA,NA
Larceny,1800 block S  State St,Syracuse,Syracuse,5/25/16,6:00 p.m.-7:30 p.m.,1800 block S  State St   Syracuse,NA,NA
Larceny,1900 block Burnet Av,Syracuse,Syracuse,5/25/16,10:01 a.m.,1900 block Burnet Av   Syracuse,NA,NA
Larceny,2900 block E  Genesse St,Syracuse,Syracuse,5/25/16,3:20 p.m.,2900 block E  Genesse St   Syracuse,NA,NA
Larceny,300 block Herbert St,Syracuse,Syracuse,5/25/16,8:00 p.m.,300 block Herbert St   Syracuse,NA,NA
Vehicle theft,100 block Baker Av,Syracuse,Syracuse,5/25/16,6:35 p.m.,100 block Baker Av   Syracuse,NA,NA
Vehicle theft,1000 block E  Genesee St,Syracuse,Syracuse,5/25/16,2:00 p.m.-2:40 p.m.,1000 block E  Genesee St   Syracuse,NA,NA
Vehicle theft,1900 block South Ave,Syracuse,Syracuse,5/25/16,2:35 a.m.,1900 block South Ave   Syracuse,NA,NA
Vehicle theft,200 block Martin Luther King W,Syracuse,Syracuse,5/25/16,3:28 a.m.-3:30 a.m.,200 block Martin Luther King W   Syracuse,NA,NA
Aggravated assault,200 block Herriman St,Syracuse,Syracuse,5/24/16,12:55 p.m.,200 block Herriman St   Syracuse,NA,NA
Aggravated assault,200 block Pond St,Syracuse,Syracuse,5/24/16,3:40 p.m.,200 block Pond St   Syracuse,NA,NA
Aggravated assault,400 block Burnet Av,Syracuse,Syracuse,5/24/16,8:25 p.m.,400 block Burnet Av   Syracuse,NA,NA
Aggravated assault,500 block Roberts Av,Syracuse,Syracuse,5/24/16,8:48 p.m.,500 block Roberts Av   Syracuse,NA,NA
Burglary,100 block Kellogg St,Syracuse,Syracuse,5/24/16,3:21 p.m.,100 block Kellogg St   Syracuse,NA,NA
Burglary,4700 block S  Salina St,Syracuse,Syracuse,5/24/16,4:27 a.m.-4:35 a.m.,4700 block S  Salina St   Syracuse,NA,NA
Larceny,100 block Mary St,Syracuse,Syracuse,5/24/16,8:30 p.m.-8:30 a.m.,100 block Mary St   Syracuse,NA,NA
Larceny,1000 block Erie Blvd E,Syracuse,Syracuse,5/24/16,8:00 a.m.-6:00 p.m.,1000 block Erie Blvd E   Syracuse,NA,NA
Larceny,1100 block Madison St,Syracuse,Syracuse,5/24/16,2:00 a.m.-12:00 p.m.,1100 block Madison St   Syracuse,NA,NA
Larceny,1300 block Comstock Av,Syracuse,Syracuse,5/24/16,2:30 a.m.-2:40 a.m.,1300 block Comstock Av   Syracuse,NA,NA
Larceny,1800 block S  Salina St,Syracuse,Syracuse,5/24/16,11:00 p.m.-6:00 a.m.,1800 block S  Salina St   Syracuse,NA,NA
Larceny,300 block Carlton Rd,Syracuse,Syracuse,5/24/16,2:58 p.m.,300 block Carlton Rd   Syracuse,NA,NA
Larceny,300 block N  Geddes St,Syracuse,Syracuse,5/24/16,4:30 p.m.-5:25 p.m.,300 block N  Geddes St   Syracuse,NA,NA
Larceny,300 block Prospect Av,Syracuse,Syracuse,5/24/16,6:00 p.m.-3:00 p.m.,300 block Prospect Av   Syracuse,NA,NA
